Istituto;Capienza regolamentare;Detenuti presenti totali;Mese;Tasso di sovraffollamento;Suicidi
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;121;01/10/20;100.83;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;110;01/11/20;91.67;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;102;01/12/20;85.0;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;134;01/02/21;111.67;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;133;01/03/21;110.83;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;129;01/04/21;107.5;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;127;01/05/21;105.83;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;136;01/07/21;113.33;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;135;01/08/21;112.5;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;126;01/10/21;105.0;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;154;01/11/21;128.33;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;145;01/02/22;120.83;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;135;01/03/22;112.5;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;138;01/07/22;115.0;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";120;148;01/08/22;123.33;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";126;110;01/12/22;87.3;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";124;140;01/02/23;112.9;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";124;165;01/04/23;133.06;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";124;191;01/03/24;154.03;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";124;174;01/09/24;140.32;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";124;170;01/11/24;137.1;0
"SANT'ANGELO DEI LOMBARDI ""L.FAMIGLIETTI R.FORGETTA G.BARTOLO""";124;176;01/12/24;141.94;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1029;01/01/19;125.64;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1040;01/02/19;126.98;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1037;01/03/19;126.62;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1029;01/04/19;125.64;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1045;01/05/19;127.59;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1056;01/06/19;128.94;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1040;01/07/19;126.98;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1020;01/08/19;124.54;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;1021;01/09/19;124.66;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;968;01/10/19;118.19;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";819;973;01/11/19;118.8;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;976;01/12/19;119.32;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;986;01/01/20;120.54;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;1000;01/02/20;122.25;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;966;01/03/20;119.41;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";794;916;01/04/20;115.37;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";794;915;01/05/20;115.24;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";794;905;01/06/20;113.98;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";794;912;01/07/20;114.86;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;885;01/08/20;109.39;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;898;01/09/20;111.0;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;935;01/10/20;115.57;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;909;01/11/20;112.36;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;889;01/12/20;109.89;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;897;01/01/21;110.88;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;921;01/02/21;113.84;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;944;01/03/21;116.69;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;955;01/04/21;118.05;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;945;01/05/21;116.81;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;960;01/06/21;118.67;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;904;01/07/21;111.74;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;885;01/08/21;109.39;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;858;01/09/21;106.06;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;829;01/10/21;102.47;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;838;01/11/21;103.58;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;790;01/12/21;97.65;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;797;01/01/22;98.52;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;798;01/02/22;98.64;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;806;01/03/22;99.63;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;811;01/04/22;100.25;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";809;833;01/05/22;102.97;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;844;01/06/22;103.18;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;819;01/07/22;100.12;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;832;01/08/22;101.71;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;829;01/09/22;101.34;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;834;01/10/22;101.96;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;854;01/11/22;104.4;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;839;01/12/22;102.57;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;818;01/01/23;100.0;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;833;01/02/23;101.83;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;854;01/03/23;104.4;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;854;01/04/23;104.4;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;865;01/05/23;105.75;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;877;01/06/23;107.21;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;879;01/07/23;107.46;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;878;01/08/23;107.33;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;903;01/09/23;110.39;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;903;01/10/23;110.39;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;929;01/11/23;113.57;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;934;01/12/23;114.18;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;937;01/01/24;114.55;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;947;01/02/24;115.77;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;955;01/03/24;116.75;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;962;01/04/24;117.6;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;954;01/05/24;116.63;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;972;01/06/24;118.83;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;971;01/07/24;118.7;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;980;01/08/24;119.8;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;996;01/09/24;121.76;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;997;01/10/24;121.88;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;963;01/11/24;117.73;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;966;01/12/24;118.09;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";818;986;01/01/25;120.54;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";826;1001;01/02/25;121.19;0
"SANTA MARIA CAPUA VETERE ""F. UCCELLA""";826;1006;01/03/25;121.79;0
"SASSARI ""G. BACCHIDDU""";454;461;01/09/19;101.54;0
"SASSARI ""G. BACCHIDDU""";454;475;01/10/19;104.63;0
"SASSARI ""G. BACCHIDDU""";454;470;01/11/19;103.52;0
"SASSARI ""G. BACCHIDDU""";454;460;01/12/19;101.32;0
"SASSARI ""G. BACCHIDDU""";454;473;01/01/20;104.19;0
"SASSARI ""G. BACCHIDDU""";454;469;01/02/20;103.3;0
"SASSARI ""G. BACCHIDDU""";454;433;01/03/20;95.37;0
"SASSARI ""G. BACCHIDDU""";439;416;01/04/20;94.76;0
"SASSARI ""G. BACCHIDDU""";439;416;01/05/20;94.76;0
"SASSARI ""G. BACCHIDDU""";439;401;01/06/20;91.34;0
"SASSARI ""G. BACCHIDDU""";439;392;01/07/20;89.29;0
"SASSARI ""G. BACCHIDDU""";439;394;01/08/20;89.75;0
"SASSARI ""G. BACCHIDDU""";439;380;01/09/20;86.56;0
"SASSARI ""G. BACCHIDDU""";439;397;01/10/20;90.43;0
"SASSARI ""G. BACCHIDDU""";439;390;01/11/20;88.84;0
"SASSARI ""G. BACCHIDDU""";439;384;01/12/20;87.47;0
"SASSARI ""G. BACCHIDDU""";439;387;01/01/21;88.15;0
"SASSARI ""G. BACCHIDDU""";439;398;01/02/21;90.66;0
"SASSARI ""G. BACCHIDDU""";439;399;01/03/21;90.89;0
"SASSARI ""G. BACCHIDDU""";439;400;01/04/21;91.12;0
"SASSARI ""G. BACCHIDDU""";439;392;01/05/21;89.29;0
"SASSARI ""G. BACCHIDDU""";439;375;01/06/21;85.42;0
"SASSARI ""G. BACCHIDDU""";439;375;01/07/21;85.42;0
"SASSARI ""G. BACCHIDDU""";439;384;01/08/21;87.47;0
"SASSARI ""G. BACCHIDDU""";439;386;01/09/21;87.93;0
"SASSARI ""G. BACCHIDDU""";439;389;01/10/21;88.61;0
"SASSARI ""G. BACCHIDDU""";439;389;01/11/21;88.61;0
"SASSARI ""G. BACCHIDDU""";439;395;01/12/21;89.98;0
"SASSARI ""G. BACCHIDDU""";439;397;01/01/22;90.43;0
"SASSARI ""G. BACCHIDDU""";439;397;01/02/22;90.43;0
"SASSARI ""G. BACCHIDDU""";439;391;01/03/22;89.07;0
"SASSARI ""G. BACCHIDDU""";439;399;01/04/22;90.89;0
"SASSARI ""G. BACCHIDDU""";439;397;01/05/22;90.43;0
"SASSARI ""G. BACCHIDDU""";439;390;01/06/22;88.84;0
"SASSARI ""G. BACCHIDDU""";439;398;01/07/22;90.66;0
"SASSARI ""G. BACCHIDDU""";454;414;01/08/22;91.19;0
"SASSARI ""G. BACCHIDDU""";454;416;01/09/22;91.63;0
"SASSARI ""G. BACCHIDDU""";454;428;01/10/22;94.27;0
"SASSARI ""G. BACCHIDDU""";454;421;01/11/22;92.73;0
"SASSARI ""G. BACCHIDDU""";454;424;01/12/22;93.39;0
"SASSARI ""G. BACCHIDDU""";454;430;01/01/23;94.71;0
"SASSARI ""G. BACCHIDDU""";454;439;01/02/23;96.7;0
"SASSARI ""G. BACCHIDDU""";454;437;01/03/23;96.26;0
"SASSARI ""G. BACCHIDDU""";454;435;01/04/23;95.81;0
"SASSARI ""G. BACCHIDDU""";454;442;01/05/23;97.36;0
"SASSARI ""G. BACCHIDDU""";454;429;01/06/23;94.49;0
"SASSARI ""G. BACCHIDDU""";454;431;01/07/23;94.93;0
"SASSARI ""G. BACCHIDDU""";454;440;01/08/23;96.92;0
"SASSARI ""G. BACCHIDDU""";454;456;01/09/23;100.44;0
"SASSARI ""G. BACCHIDDU""";454;461;01/10/23;101.54;0
"SASSARI ""G. BACCHIDDU""";454;465;01/11/23;102.42;0
"SASSARI ""G. BACCHIDDU""";454;472;01/12/23;103.96;0
"SASSARI ""G. BACCHIDDU""";454;467;01/01/24;102.86;0
"SASSARI ""G. BACCHIDDU""";454;466;01/02/24;102.64;0
"SASSARI ""G. BACCHIDDU""";454;459;01/03/24;101.1;0
"SASSARI ""G. BACCHIDDU""";454;468;01/04/24;103.08;0
"SASSARI ""G. BACCHIDDU""";454;482;01/05/24;106.17;0
"SASSARI ""G. BACCHIDDU""";454;502;01/06/24;110.57;0
"SASSARI ""G. BACCHIDDU""";454;500;01/07/24;110.13;0
"SASSARI ""G. BACCHIDDU""";454;520;01/08/24;114.54;0
"SASSARI ""G. BACCHIDDU""";454;521;01/09/24;114.76;0
"SASSARI ""G. BACCHIDDU""";454;530;01/10/24;116.74;0
"SASSARI ""G. BACCHIDDU""";454;539;01/11/24;118.72;0
"SASSARI ""G. BACCHIDDU""";454;536;01/12/24;118.06;0
"SASSARI ""G. BACCHIDDU""";454;543;01/01/25;119.6;0
"SASSARI ""G. BACCHIDDU""";454;525;01/02/25;115.64;0
"SASSARI ""G. BACCHIDDU""";454;523;01/03/25;115.2;0
"SASSARI ""G. BACCHIDDU""";454;414;01/01/19;91.19;0
"SASSARI ""G. BACCHIDDU""";454;426;01/02/19;93.83;0
"SASSARI ""G. BACCHIDDU""";454;422;01/03/19;92.95;0
"SASSARI ""G. BACCHIDDU""";454;421;01/04/19;92.73;0
"SASSARI ""G. BACCHIDDU""";454;447;01/05/19;98.46;0
"SASSARI ""G. BACCHIDDU""";454;453;01/06/19;99.78;0
"SASSARI ""G. BACCHIDDU""";454;474;01/07/19;104.41;0
"SASSARI ""G. BACCHIDDU""";454;473;01/08/19;104.19;0
SCIACCA;80;49;01/01/19;61.25;0
SCIACCA;80;62;01/02/19;77.5;0
SCIACCA;80;68;01/03/19;85.0;0
SCIACCA;80;58;01/04/19;72.5;0
SCIACCA;80;55;01/05/19;68.75;0
SCIACCA;80;59;01/06/19;73.75;0
SCIACCA;80;54;01/07/19;67.5;0
SCIACCA;72;55;01/08/19;76.39;0
SCIACCA;72;60;01/09/19;83.33;0
SCIACCA;72;55;01/10/19;76.39;0
SCIACCA;72;57;01/11/19;79.17;0
SCIACCA;72;53;01/12/19;73.61;0
SCIACCA;72;50;01/01/20;69.44;0
SCIACCA;72;46;01/02/20;63.89;0
SCIACCA;72;46;01/03/20;63.89;0
SCIACCA;72;42;01/04/20;58.33;0
SCIACCA;72;43;01/05/20;59.72;0
SCIACCA;72;42;01/06/20;58.33;0
SCIACCA;72;38;01/07/20;52.78;0
SCIACCA;72;41;01/08/20;56.94;0
SCIACCA;72;38;01/09/20;52.78;0
SCIACCA;72;47;01/10/20;65.28;0
SCIACCA;72;45;01/11/20;62.5;0
SCIACCA;72;45;01/12/20;62.5;0
SCIACCA;72;40;01/01/21;55.56;0
SCIACCA;72;45;01/02/21;62.5;0
SCIACCA;72;49;01/03/21;68.06;0
SCIACCA;72;51;01/04/21;70.83;0
SCIACCA;72;47;01/05/21;65.28;0
SCIACCA;72;47;01/06/21;65.28;0
SCIACCA;72;49;01/07/21;68.06;0
SCIACCA;72;51;01/08/21;70.83;0
SCIACCA;72;53;01/09/21;73.61;0
SCIACCA;72;54;01/10/21;75.0;0
SCIACCA;73;53;01/11/21;72.6;0
SCIACCA;73;50;01/12/21;68.49;0
SCIACCA;73;47;01/01/22;64.38;0
SCIACCA;73;43;01/02/22;58.9;0
SCIACCA;73;42;01/03/22;57.53;0
SCIACCA;73;41;01/04/22;56.16;0
SCIACCA;73;39;01/05/22;53.42;0
SCIACCA;73;40;01/06/22;54.79;0
SCIACCA;73;42;01/07/22;57.53;0
SCIACCA;73;52;01/08/22;71.23;0
SCIACCA;73;50;01/09/22;68.49;0
SCIACCA;73;52;01/10/22;71.23;0
SCIACCA;73;37;01/11/22;50.68;0
SCIACCA;73;34;01/12/22;46.58;0
SCIACCA;73;33;01/01/23;45.21;0
SCIACCA;73;28;01/02/23;38.36;0
SCIACCA;73;35;01/03/23;47.95;0
SCIACCA;73;35;01/04/23;47.95;0
SCIACCA;73;35;01/05/23;47.95;0
SCIACCA;73;39;01/06/23;53.42;0
SCIACCA;73;39;01/07/23;53.42;0
SCIACCA;73;41;01/08/23;56.16;0
SCIACCA;73;42;01/09/23;57.53;0
SCIACCA;73;42;01/10/23;57.53;0
SCIACCA;73;19;01/11/23;26.03;0
SCIACCA;73;20;01/12/23;27.4;0
SCIACCA;73;17;01/01/24;23.29;0
SCIACCA;73;21;01/02/24;28.77;0
SCIACCA;73;21;01/03/24;28.77;0
SCIACCA;73;23;01/04/24;31.51;0
SCIACCA;73;22;01/05/24;30.14;0
SCIACCA;73;21;01/06/24;28.77;0
SCIACCA;73;22;01/07/24;30.14;0
SCIACCA;73;22;01/08/24;30.14;0
SCIACCA;73;21;01/09/24;28.77;0
SCIACCA;73;22;01/10/24;30.14;0
SCIACCA;73;18;01/11/24;24.66;0
SCIACCA;73;22;01/12/24;30.14;0
SCIACCA;73;19;01/01/25;26.03;0
SCIACCA;73;21;01/02/25;28.77;0
SCIACCA;73;20;01/03/25;27.4;0
SIENA;58;69;01/01/19;118.97;0
SIENA;58;64;01/02/19;110.34;0
SIENA;58;65;01/03/19;112.07;0
SIENA;58;70;01/04/19;120.69;0
SIENA;58;68;01/05/19;117.24;0
SIENA;58;78;01/06/19;134.48;0
SIENA;58;75;01/07/19;129.31;0
SIENA;58;79;01/08/19;136.21;0
SIENA;58;79;01/09/19;136.21;0
SIENA;58;85;01/10/19;146.55;0
SIENA;58;83;01/11/19;143.1;0
SIENA;58;85;01/12/19;146.55;0
SIENA;58;84;01/01/20;144.83;0
SIENA;58;87;01/02/20;150.0;0
SIENA;57;71;01/03/20;124.56;0
SIENA;57;63;01/04/20;110.53;0
SIENA;55;63;01/05/20;114.55;0
SIENA;55;57;01/06/20;103.64;0
SIENA;55;59;01/07/20;107.27;0
SIENA;55;56;01/08/20;101.82;0
SIENA;55;56;01/09/20;101.82;0
SIENA;55;54;01/10/20;98.18;0
SIENA;55;52;01/11/20;94.55;0
SIENA;55;53;01/12/20;96.36;0
SIENA;55;55;01/01/21;100.0;0
SIENA;55;55;01/02/21;100.0;0
SIENA;55;57;01/03/21;103.64;0
SIENA;55;57;01/04/21;103.64;0
SIENA;55;57;01/05/21;103.64;0
SIENA;55;56;01/06/21;101.82;0
SIENA;55;56;01/07/21;101.82;0
SIENA;55;55;01/08/21;100.0;0
SIENA;55;57;01/09/21;103.64;0
SIENA;55;57;01/10/21;103.64;0
SIENA;55;49;01/11/21;89.09;0
SIENA;55;55;01/12/21;100.0;0
SIENA;55;58;01/01/22;105.45;0
SIENA;55;61;01/02/22;110.91;0
SIENA;55;63;01/03/22;114.55;0
SIENA;55;61;01/04/22;110.91;0
SIENA;55;58;01/05/22;105.45;0
SIENA;55;61;01/06/22;110.91;0
SIENA;55;72;01/07/22;130.91;0
SIENA;55;66;01/08/22;120.0;0
SIENA;55;72;01/09/22;130.91;0
SIENA;55;72;01/10/22;130.91;0
SIENA;58;72;01/11/22;124.14;0
SIENA;58;76;01/12/22;131.03;0
SIENA;58;73;01/01/23;125.86;0
SIENA;58;73;01/02/23;125.86;0
SIENA;58;71;01/03/23;122.41;0
SIENA;58;71;01/04/23;122.41;0
SIENA;58;73;01/05/23;125.86;0
SIENA;58;72;01/06/23;124.14;0
SIENA;113;75;01/07/23;66.37;0
SIENA;58;74;01/08/23;127.59;0
SIENA;58;68;01/09/23;117.24;0
SIENA;58;66;01/10/23;113.79;0
SIENA;58;69;01/11/23;118.97;0
SIENA;58;73;01/12/23;125.86;0
SIENA;58;71;01/01/24;122.41;0
SIENA;58;78;01/02/24;134.48;0
SIENA;58;76;01/03/24;131.03;0
SIENA;58;77;01/04/24;132.76;0
SIENA;58;79;01/05/24;136.21;0
SIENA;58;79;01/06/24;136.21;0
SIENA;58;73;01/07/24;125.86;0
SIENA;58;76;01/08/24;131.03;0
SIENA;58;74;01/09/24;127.59;0
SIENA;58;73;01/10/24;125.86;0
SIENA;58;74;01/11/24;127.59;0
SIENA;58;76;01/12/24;131.03;0
SIENA;58;75;01/01/25;129.31;1
SIENA;58;74;01/02/25;127.59;0
SIENA;58;64;01/03/25;110.34;0
SIRACUSA;539;604;01/01/19;112.06;0
SIRACUSA;539;607;01/02/19;112.62;0
SIRACUSA;539;590;01/03/19;109.46;0
SIRACUSA;539;639;01/04/19;118.55;0
SIRACUSA;539;618;01/05/19;114.66;0
SIRACUSA;539;631;01/06/19;117.07;0
SIRACUSA;539;595;01/07/19;110.39;0
SIRACUSA;539;611;01/08/19;113.36;0
SIRACUSA;539;630;01/09/19;116.88;0
SIRACUSA;539;628;01/10/19;116.51;0
SIRACUSA;539;620;01/11/19;115.03;0
SIRACUSA;539;609;01/12/19;112.99;0
SIRACUSA;539;662;01/01/20;122.82;0
SIRACUSA;539;674;01/02/20;125.05;0
SIRACUSA;526;563;01/03/20;107.03;0
SIRACUSA;532;527;01/04/20;99.06;0
SIRACUSA;532;529;01/05/20;99.44;0
SIRACUSA;532;507;01/06/20;95.3;0
SIRACUSA;532;498;01/07/20;93.61;0
SIRACUSA;532;504;01/08/20;94.74;0
SIRACUSA;532;529;01/09/20;99.44;0
SIRACUSA;532;524;01/10/20;98.5;0
SIRACUSA;532;534;01/11/20;100.38;0
SIRACUSA;532;541;01/12/20;101.69;0
SIRACUSA;532;550;01/01/21;103.38;0
SIRACUSA;532;559;01/02/21;105.08;0
SIRACUSA;532;563;01/03/21;105.83;1
SIRACUSA;532;574;01/04/21;107.89;0
SIRACUSA;532;594;01/05/21;111.65;0
SIRACUSA;532;599;01/06/21;112.59;0
SIRACUSA;532;603;01/07/21;113.35;0
SIRACUSA;532;617;01/08/21;115.98;0
SIRACUSA;532;626;01/09/21;117.67;0
SIRACUSA;532;620;01/10/21;116.54;0
SIRACUSA;532;625;01/11/21;117.48;0
SIRACUSA;532;626;01/12/21;117.67;0
SIRACUSA;532;612;01/01/22;115.04;0
SIRACUSA;532;639;01/02/22;120.11;1
SIRACUSA;532;630;01/03/22;118.42;0
SIRACUSA;532;611;01/04/22;114.85;0
SIRACUSA;532;601;01/05/22;112.97;0
SIRACUSA;532;614;01/06/22;115.41;0
SIRACUSA;532;622;01/07/22;116.92;0
SIRACUSA;532;630;01/08/22;118.42;0
SIRACUSA;532;622;01/09/22;116.92;0
SIRACUSA;545;634;01/10/22;116.33;0
SIRACUSA;545;629;01/11/22;115.41;1
SIRACUSA;545;624;01/12/22;114.5;0
SIRACUSA;545;621;01/01/23;113.94;0
SIRACUSA;545;628;01/02/23;115.23;0
SIRACUSA;545;616;01/03/23;113.03;0
SIRACUSA;545;606;01/04/23;111.19;0
SIRACUSA;545;618;01/05/23;113.39;0
SIRACUSA;545;629;01/06/23;115.41;0
SIRACUSA;545;631;01/07/23;115.78;0
SIRACUSA;545;658;01/08/23;120.73;0
SIRACUSA;545;653;01/09/23;119.82;0
SIRACUSA;545;679;01/10/23;124.59;0
SIRACUSA;545;691;01/11/23;126.79;0
SIRACUSA;545;674;01/12/23;123.67;0
SIRACUSA;545;678;01/01/24;124.4;0
SIRACUSA;545;691;01/02/24;126.79;0
SIRACUSA;545;688;01/03/24;126.24;0
SIRACUSA;545;670;01/04/24;122.94;0
SIRACUSA;545;661;01/05/24;121.28;0
SIRACUSA;545;678;01/06/24;124.4;0
SIRACUSA;545;671;01/07/24;123.12;0
SIRACUSA;545;667;01/08/24;122.39;0
SIRACUSA;545;665;01/09/24;122.02;0
SIRACUSA;545;674;01/10/24;123.67;0
SIRACUSA;545;675;01/11/24;123.85;0
SIRACUSA;545;671;01/12/24;123.12;0
SIRACUSA;545;679;01/01/25;124.59;0
SIRACUSA;545;679;01/02/25;124.59;1
SIRACUSA;545;694;01/03/25;127.34;0
SONDRIO;26;33;01/01/19;126.92;0
SONDRIO;26;40;01/02/19;153.85;0
SONDRIO;26;42;01/03/19;161.54;1
SONDRIO;26;39;01/04/19;150.0;0
SONDRIO;26;33;01/05/19;126.92;0
SONDRIO;26;36;01/06/19;138.46;0
SONDRIO;26;30;01/07/19;115.38;0
SONDRIO;26;29;01/08/19;111.54;0
SONDRIO;26;32;01/09/19;123.08;0
SONDRIO;26;27;01/10/19;103.85;0
SONDRIO;26;29;01/11/19;111.54;0
SONDRIO;26;36;01/12/19;138.46;0
SONDRIO;26;34;01/01/20;130.77;0
SONDRIO;26;37;01/02/20;142.31;0
SONDRIO;26;33;01/03/20;126.92;0
SONDRIO;26;30;01/04/20;115.38;0
SONDRIO;26;30;01/05/20;115.38;0
SONDRIO;26;29;01/06/20;111.54;0
SONDRIO;26;30;01/07/20;115.38;0
SONDRIO;26;34;01/08/20;130.77;0
SONDRIO;26;30;01/09/20;115.38;0
SONDRIO;26;29;01/10/20;111.54;0
SONDRIO;26;27;01/11/20;103.85;0
SONDRIO;26;25;01/12/20;96.15;0
SONDRIO;26;25;01/01/21;96.15;0
SONDRIO;26;29;01/02/21;111.54;0
SONDRIO;26;31;01/03/21;119.23;0
SONDRIO;26;30;01/04/21;115.38;0
SONDRIO;26;31;01/05/21;119.23;0
SONDRIO;26;34;01/06/21;130.77;0
SONDRIO;26;34;01/07/21;130.77;0
SONDRIO;26;32;01/08/21;123.08;0
SONDRIO;26;33;01/09/21;126.92;0
SONDRIO;26;37;01/10/21;142.31;0
SONDRIO;26;37;01/11/21;142.31;0
SONDRIO;26;38;01/12/21;146.15;0
SONDRIO;26;41;01/01/22;157.69;0
SONDRIO;26;36;01/02/22;138.46;0
SONDRIO;26;32;01/03/22;123.08;0
SONDRIO;26;35;01/04/22;134.62;0
SONDRIO;26;36;01/05/22;138.46;0
SONDRIO;26;37;01/06/22;142.31;0
SONDRIO;26;32;01/07/22;123.08;0
SONDRIO;26;34;01/08/22;130.77;0
SONDRIO;26;32;01/09/22;123.08;0
SONDRIO;26;33;01/10/22;126.92;0
SONDRIO;26;39;01/11/22;150.0;0
SONDRIO;26;35;01/12/22;134.62;0
SONDRIO;26;31;01/01/23;119.23;0
SONDRIO;26;29;01/02/23;111.54;0
SONDRIO;26;31;01/03/23;119.23;0
